"POINT_ID"|"sample_ID"|"X_LAEA"|"Y_LAEA"|"coarse"|"clay"|"silt"|"sand"|"pH_in_H2O"|"pH_in_CaCl"|"OC"|"CaCO3"|"N"|"P_x"|"K"|"CEC"|"Notes"|"GPS_LAT"|"GPS_LONG"|"X"|"Country"|"PTotal"|"Corine_LU"|"coords_x1"|"coords_x2"|"SURV_DATE"|"LC1"|"LC-parent"|"LC-Group"|"LC2"|"OBS_RADIUS"|"LU1"|"LU2"|"LC1_SPECIE"|"LC1_PERCEN"|"LC2_SPECIE"|"LC2_PERCEN"|"AREA_SIZE"|"TREES_HEIG"|"FEATURES_W"|"LAND_MNGT"|"WM_WATER_M"|"WM_SRC_IRR"|"WM_TYP_IRR"|"WM_DELIVER"|"SOIL_SURVE"|"SOIL_PLOUG"|"SOIL_CROP"|"SOIL_STONE"|"STRATA"|"STRATA2"|"nuts3"|"nuts0"|"area0"|"nuts1"|"area1"|"nuts2"|"area2"|"area3"|"Transect"|"CLIMANR"|"MAIN_CLIMA"|"LC"|"lc_GROUP"|"WRB_COD"|"AnnualPrec"|"WRB_LV1"|"ParMat1"|"ParMat2"|"Elevation(m)"|"slope (Degrees)"|"LONG"|"LAT"|"geom_X"|"geom_Y"
26961996|17738|2696000|1996000|16|5|22|73|5.51|4.32|11|0|0.7|0|48.7|1||39.22145|8.92442|14667|"Portugal"|52.16|23|2696000|1996000|"30JUL2009:00:00:00"|"C10"|"C1"|"C"|"F00"|2|"U120"|"U112"|"C1E"|5||2|3|2|2|2|5|0|0|0|1|2|1|2|2|0|"PT185"|"PT"|91957|"PT1"|88840|"PT18"|31520|4275|"C10;F00;C10;61;C10;61;C10;61;E30;32;C10"|"5.3"|5|"C"|"C1"|"CM"|612.560003875941|"Cambisol"|"consolidated-clastic-sedimentary rocks"|"psammite or arenite"|73|0.905850350856781|-8.92442000028274|39.2214499999176|2696000.17798345|1996000.08313528
26962018|17887|2696000|2018000|18|18|37|45|5.69|4.85|23.2|2|1.5|0|100.8|8.7||39.41382|8.98154|14810|"Portugal"|139.81|21|2696000|2018000|"14JUL2009:00:00:00"|"C10"|"C1"|"C"|"D10"|2|"U120"|"8"|"C1E"|4||3|3|2|2|2|8|0|0|0|1|2|1|3|4|0|"PT16B"|"PT"|91957|"PT1"|88840|"PT16"|28189|2219|"C10;D10;C10;24;C10"|"5.3"|5|"C"|"C1"|"LV"|682.120000180602|"Luvisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|218|0|-8.98154000027074|39.4138200001929|2695999.18581702|2018000.14519439
27001846|17704|2700000|1846000|11|4|9|87|6.03|5.2|3.3|0|0.3|0|144.8|4.4||37.91602|8.50292|14634|"Portugal"|1156.3|12|2700000|1846000|"27JUN2009:00:00:00"|"E10"|"E1"|"E"|"8"|2|"U111"|"8"||5||0|4|2|1|1|5|0|0|0|1|2|2|3|1|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"E10;11;E30;10;E30;61;E30;C20;E30"|"5.6"|5|"E"|"E1"|"PZ"|507.73000023663|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|78|0.405135601758957|-8.50291999975815|37.9160200003228|2700000.52385902|1846001.13669127
27001864|17695|2700000|1864000|55|18|38|44|5.63|4.82|36.2|0|2.1|0|259.1|13.4|"many stones"|38.07397|8.547|14625|"Portugal"|393.13|23|2700000|1864000|"26JUN2009:00:00:00"|"C10"|"C1"|"C"|"8"|2|"U120"|"8"|"C19"|5||0|4|2|2|2|8|0|0|0|1|2|2|4|4|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"C10;32;C10"|"5.6"|5|"C"|"C1"|"RG"|507.73000023663|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|209|1.14576280117035|-8.54700000004993|38.0739699997158|2700000.6125625|1864000.01237001
27001882|17692|2700000|1882000|3|6|5|90|5.32|4.76|10.7|0|0.9|62.6|34|6.4||38.23186|8.59138|14622|"Portugal"|459.38|13|2700000|1882000|"24JUN2009:00:00:00"|"B21"|"B2"|"B"|"8"|1|"U111"|"8"||5||0|2|0|0|2|1|1|4|4|1|1|1|1|1|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"B21;E30;61;C10;61;E30"|"5.6"|5|"B"|"B2"|"PZ"|550.160001064092|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|93|2.94687962532043|-8.59137999978714|38.2318599999391|2700000.0665223|1881999.49363877
27001894|17693|2700000|1894000|2|1|0|99|5.3|4.07|4.9|0|0.2|0|21.5|6.4||38.3371|8.62112|14623|"Portugal"|182.92|29|2700000|1894000|"24JUN2009:00:00:00"|"C10"|"C1"|"C"|"D10"|2|"U120"|"8"|"C1E"|3||3|4|2|2|2|8|0|0|0|1|2|2|1|4|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"C10;D10;C10;D10"|"5.3"|5|"C"|"C1"|"PZ"|550.160001064092|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|79|1.71835803985596|-8.62111999978811|38.3371000003648|2700000.91447018|1894000.61282804
27001936|17744|2700000|1936000|14|3|20|77|6.22|5.42|7.5|0|0.8|49.1|147.1|2.1||38.70517|8.72628|14673|"Portugal"|265.43|20|2700000|1936000|"03AUG2009:00:00:00"|"B16"|"B1"|"B"|"8"|1|"U111"|"8"||5||0|2|0|0|2|1|16|1|4|1|2|2|3|1|0|"PT172"|"PT"|91957|"PT1"|88840|"PT17"|2852|1502|"B16;61;24;A;B76;F00;32;E30;61;B82;B21;61;71;23;B16;X"|"5.3"|5|"B"|"B1"|"PZ"|621.170000751317|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|47|4.44761085510254|-8.72628000012185|38.7051700001954|2700000.20575403|1936000.16260979
27002038|17882|2700000|2038000|14|3|9|87|5.79|5.25|8.8|1|1|53.8|76|7.3||39.59762|8.98857|14805|"Portugal"|266.75|16|2700000|2038000|"09JUL2009:00:00:00"|"E20"|"E2"|"E"|"8"|2|"U111"|"8"||5||0|1|0|0|2|5|0|0|0|1|1|3|1|2|0|"PT16B"|"PT"|91957|"PT1"|88840|"PT16"|28189|2219|"E20;D10;61;B71;32;B71;F00;61;E30;C10;32"|"5.3"|5|"E"|"E2"|"PZ"|682.120000180602|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|23|5.31352996826172|-8.98856999980558|39.597620000063|2699999.27088434|2038000.45428313
27021938|17745|2702000|1938000|8|3|9|88|4.49|3.27|15.2|0|0.7|0|40.5|1||38.7271|8.70896|14674|"Portugal"|52.6|23|2702000|1938000|"03AUG2009:00:00:00"|"C30"|"C3"|"C"|"F00"|2|"U120"|"U112"|"C3A"|4||3|3|2|2|2|5|0|0|0|1|2|4|1|4|0|"PT172"|"PT"|91957|"PT1"|88840|"PT17"|2852|1502|"C30;F00;C30;61;C30;61;C30;61;C30"|"5.3"|5|"C"|"C3"|"PZ"|621.170000751317|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|45|2.59240627288818|-8.70896000000397|38.7270999997652|2701999.11681267|1937999.27928617
27022016|17889|2702000|2016000|18|16|23|60|6.32|5.56|13.4|1|1.1|27.8|152.8|11.1||39.40978|8.90855|14812|"Portugal"|313.6|20|2702000|2016000|"14JUL2009:00:00:00"|"D10"|"D1"|"D"|"8"|2|"U112"|"8"||5||0|1|0|0|2|5|0|0|0|1|1|1|2|2|4|"PT185"|"PT"|91957|"PT1"|88840|"PT18"|31520|4275|"D10;B81;B77;D20;E30;C10;D10;E30;C10"|"5.3"|5|"D"|"D1"|"LV"|682.120000180602|"Luvisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|158|2.29061007499695|-8.90854999958276|39.409780000047|2702000.58690676|2016000.16846521
27041840|17697|2704000|1840000|6|4|12|84|5.27|4.28|3.8|0|0.4|13.8|28.5|8.4||37.87206|8.44405|14627|"Portugal"|382.57|12|2704000|1840000|"29JUN2009:00:00:00"|"B15"|"B1"|"B"|"8"|1|"U111"|"8"||5||0|4|0|0|1|5|0|0|0|1|1|3|1|1|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"B15;E30;C10;D10;C10;23;61;D10;31;1"|"5.6"|5|"B"|"B1"|"CM"|507.73000023663|"Cambisol"|"consolidated-clastic-sedimentary rocks"|"psammite or arenite"|61|1.14576280117035|-8.44405000000745|37.8720600001689|2704000.56752426|1840001.15960323
27041876|17694|2704000|1876000|1|2|5|94|5.21|4.15|7|0|0.7|0|24.1|4.9||38.188|8.53214|14624|"Portugal"|128.83|12|2704000|1876000|"25JUN2009:00:00:00"|"E20"|"E2"|"E"|"8"|2|"U111"|"8"||5||0|4|0|0|1|5|0|0|0|1|1|1|1|1|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"E20;32;E10"|"5.6"|5|"E"|"E2"|"PZ"|559.019999330491|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|77|0.405135601758957|-8.53214000006091|38.1879999999001|2703999.25209732|1876000.86913085
27061758|17621|2706000|1758000|9|31|44|25|7.98|7.32|24.2|553|1.8|0|494|18.8||37.15574|8.22578|14552|"Portugal"|247.35|19|2706000|1758000|"11MAY2009:00:00:00"|"B74"|"B7"|"B"|"E30"|2|"U111"|"8"||2||4|1|0|0|2|5|0|0|0|1|2|2|2|2|0|"PT150"|"PT"|91957|"PT1"|88840|"PT15"|4994|4994|"B74;E30;21;B84;21;24;B84;61;24;C30;61;23;11;C30;A;23;24;62"|"5.7"|5|"B"|"B7"|"CM"|446.579998672009|"Cambisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|129|3.7299497127533|-8.22577999964722|37.1557399999011|2706000.80889464|1758000.35259816
27061888|17691|2706000|1888000|6|8|14|78|5.65|4.72|12.1|0|0.8|0|71.9|7.3||38.29763|8.53949|14621|"Portugal"|304.4|25|2706000|1888000|"24JUN2009:00:00:00"|"C10"|"C1"|"C"|"F00"|2|"U120"|"8"|"C19"|2||2|4|2|2|2|8|0|0|0|1|1|2|1|4|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"C10;F00;C10;F00;23;C10"|"5.6"|5|"C"|"C1"|"PZ"|559.019999330491|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|88|1.21524477005005|-8.53948999996351|38.2976300004242|2706000.66873337|1887999.83612143
27061970|17833|2706000|1970000|0|2|5|93|6.92|6.14|4.3|1|0.7|34.2|50.4|1||39.01619|8.7452|14756|"Portugal"|404.23|29|2706000|1970000|"16JUL2009:00:00:00"|"B42"|"B4"|"B"|"8"|1|"U111"|"8"||4||0|3|0|0|2|1|16|4|8|1|2|1|1|1|0|"PT185"|"PT"|91957|"PT1"|88840|"PT18"|31520|4275|"B42;61;C20;61;C20;61;C20;23;C20;E30;32;E30;X"|"5.3"|5|"B"|"B4"|"AR"|572.049997526407|"Arenosol"|"unconsolidated deposits (alluvium"|"marine and estuarine sands"|17|14.3713035583496|-8.74520000027974|39.0161899996688|2706000.4517136|1969999.49785521
27062032|17883|2706000|2032000|6|44|26|30|6.96|6.56|17.5|36|1.5|10|121.2|22.3||39.55862|8.90495|14806|"Portugal"|30.69|2|2706000|2032000|"09JUL2009:00:00:00"|"C10"|"C1"|"C"|"E30"|2|"U120"|"8"|"C1E"|4||2|2|2|2|2|8|0|0|0|1|2|1|4|4|0|"PT16B"|"PT"|91957|"PT1"|88840|"PT16"|28189|2219|"C10;E30;C10;F00;C10;F00"|"5.3"|5|"C"|"C1"|"CM"|682.120000180602|"Cambisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|135|23.0354804992676|-8.90494999994252|39.5586200002129|2705999.43455734|2032000.07165168
27081828|17711|2708000|1828000|26|14|33|53|5.84|4.87|11.6|1|1.1|0|85.7|8.9||37.77536|8.37076|14641|"Portugal"|439.11|22|2708000|1828000|"01JUL2009:00:00:00"|"C10"|"C1"|"C"|"E30"|2|"U120"|"U112"|"C19"|2||4|4|2|2|1|5|0|0|0|1|2|1|2|1|4|"PT184"|"PT"|91957|"PT1"|88840|"PT18"|31520|8541|"C10;E30;C10;E30;23;C10"|"5.6"|5|"C"|"C1"|"RG"|512.269998485595|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|126|0.405135601758957|-8.37075999987405|37.7753599996643|2708000.71372397|1828001.2169497
27082062|17873|2708000|2062000|1|2|1|97|5.44|3.35|7.9|1|0.2|0|15.1|3.3||40|9|14796|"Portugal"|299.27|29|2708000|2062000|"23JUL2009:00:00:00"|"D20"|"D2"|"D"|"8"|2|"U364"|"8"||5||0|4|0|0|2|8|0|0|0|1|2|2|1|4|0|"PT163"|"PT"|91957|"PT1"|88840|"PT16"|28189|1744|"D20;61;D20"|"5.3"|5|"D"|"D2"|"PZ"|778.170004816353|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|41|8.66046810150146|-8.96084509002884|39.8253059382185|2707999.99935877|2061999.9971144
27101760|17649|2710000|1760000|11|19|54|26|7.79|7.32|23.8|9|2.3|25.5|323.9|15.5||37.1819|8.18663|14580|"Portugal"|593.07|20|2710000|1760000|"22MAY2009:00:00:00"|"B76"|"B7"|"B"|"E30"|2|"U111"|"U400"||3||4|2|0|0|2|1|16|4|8|1|2|2|1|2|0|"PT150"|"PT"|91957|"PT1"|88840|"PT15"|4994|4994|"B76;E30;23;71;61;B76;B81;B75;61;11;E30;61;E30;E20;B76;71;B84;24;61;E30;23"|"5.7"|5|"B"|"B7"|"FL"|446.579998672009|"Fluvisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|56|1.14576280117035|-8.18663000007439|37.1819000002848|2710002.698571|1759999.16056182
27101814|17708|2710000|1814000|12|20|50|30|6.27|5.52|21.9|1|1.7|0|80.4|8.2||37.65668|8.31499|14638|"Portugal"|281.03|22|2710000|1814000|"01JUL2009:00:00:00"|"C10"|"C1"|"C"|"8"|2|"U120"|"8"|"C19"|3||0|3|2|2|2|8|0|0|0|1|2|2|2|4|0|"PT184"|"PT"|91957|"PT1"|88840|"PT18"|31520|8541|"C10;D10;B12;D10;B12;D10"|"5.6"|5|"C"|"C1"|"RG"|512.269998485595|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|182|0|-8.31499000008841|37.6566799999821|2709999.62876057|1814000.23511454
27101892|17749|2710000|1892000|1|2|2|96|6.02|5.03|4.3|0|0.4|0|23.8|5.2||38.34145|8.50486|14678|"Portugal"|235.25|29|2710000|1892000|"10AUG2009:00:00:00"|"C20"|"C2"|"C"|"D10"|2|"U120"|"U112"|"C2A"|3||2|4|2|2|2|5|0|0|0|1|2|2|2|4|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"C20;D10;C20;61;C20;D10;31;23;PI(;D10;63;)PI"|"5.6"|5|"C"|"C2"|"PZ"|559.019999330491|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|61|4.93316602706909|-8.50486000018878|38.3414500004172|2709999.92299664|1891999.18168314
27101940|17835|2710000|1940000|5|5|14|82|5.82|5.03|10.1|0|0.9|12.4|102.6|3.1||38.76226|8.62444|14758|"Portugal"|173.92|29|2710000|1940000|"23JUL2009:00:00:00"|"F00"|"F0"|"F"|"8"|1|"U112"|"8"||5||0|1|0|0|3|5|0|0|0|1|1|4|2|1|0|"PT172"|"PT"|91957|"PT1"|88840|"PT17"|2852|1502|"F00;D20;32;D20;F00;2;F00;23;D10"|"5.3"|5|"F"|"F0"|"PZ"|621.170000751317|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|42|24.6844291687012|-8.62444000000596|38.7622599996993|2709999.77904299|1939999.28338933
27101964|17864|2710000|1964000|1|2|3|95|6.6|5.96|3.8|0|0.3|33.1|51.2|2||38.97253|8.68504|14787|"Portugal"|314.24|13|2710000|1964000|"04AUG2009:00:00:00"|"B21"|"B2"|"B"|"8"|1|"U111"|"8"||5||0|4|0|0|2|1|16|2|4|1|1|1|1|1|0|"PT185"|"PT"|91957|"PT1"|88840|"PT18"|31520|4275|"B21;E30;B21;E30;B21"|"5.3"|5|"B"|"B2"|"AR"|572.049997526407|"Arenosol"|"unconsolidated deposits (alluvium"|"marine and estuarine sands"|46|22.1554393768311|-8.68504000039565|38.9725299998597|2709999.64691405|1964003.26259829
27102048|17872|2710000|2048000|21|12|12|76|5.61|4.34|1|1|0|0|54.4|10.3||40|9|14795|"Portugal"|30.7|25|2710000|2048000|"23JUL2009:00:00:00"|"C10"|"C1"|"C"|"F00"|2|"U120"|"8"|"C1E"|5||2|2|2|2|2|8|0|0|0|1|1|1|3|4|0|"PT163"|"PT"|91957|"PT1"|88840|"PT16"|28189|1744|"C10;F00;C10;E30;61;C20;D10;E30;61;C10;E30;61;C20;E30;61;C10"|"5.3"|5|"C"|"C1"|"PZ"|682.120000180602|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|177|18.0340270996094|-8.90139133224415|39.7074375775822|2709999.99932087|2047999.99700215
27121756|17637|2712000|1756000|9|28|53|19|7.87|7.39|22.8|736|2|13.1|148.3|21.2||37.15099|8.15536|14568|"Portugal"|441.27|19|2712000|1756000|"25MAY2009:00:00:00"|"E30"|"E3"|"E"|"8"|2|"U400"|"8"||3||0|1|0|0|2|8|0|0|0|1|2|2|3|2|0|"PT150"|"PT"|91957|"PT1"|88840|"PT15"|4994|4994|"E30;10;A;E30;10;E30;62;B74;24;B81;21;61;21;B84;21;F00;21"|"5.7"|5|"E"|"E3"|"CM"|446.579998672009|"Cambisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|179|1.81124806404114|-8.1553599996642|37.1509900002883|2711998.5001425|1756000.72722011
27121954|17834|2712000|1954000|11|11|18|71|6.71|6.21|23.2|2|2.1|24.1|293.7|6.8||38.88932|8.63728|14757|"Portugal"|439.86|25|2712000|1954000|"22JUL2009:00:00:00"|"E30"|"E3"|"E"|"8"|2|"U112"|"8"||5||0|3|0|0|2|5|0|0|0|1|2|3|3|1|0|"PT185"|"PT"|91957|"PT1"|88840|"PT18"|31520|4275|"E30;F00;E30;C10;F00;61;F00;61;E30;61;D20;D10"|"5.3"|5|"E"|"E3"|"PZ"|572.049997526407|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|58|11.963794708252|-8.63728000037167|38.889320000018|2712000.16790031|1953999.48685736
27121990|17871|2712000|1990000|15|32|53|15|7.79|7.27|30.6|557|2.1|40.1|358.2|18.7||39.20456|8.72873|14794|"Portugal"|528.45|25|2712000|1990000|"28JUL2009:00:00:00"|"E30"|"E3"|"E"|"8"|2|"U112"|"8"||5||0|4|0|0|2|5|0|0|0|1|2|1|2|1|0|"PT185"|"PT"|91957|"PT1"|88840|"PT18"|31520|4275|"E30;23;E30;23;D10;E30;23;E30;61;23;C20"|"5.3"|5|"E"|"E3"|"FL"|597.760001098365|"Fluvisol"|"unconsolidated deposits (alluvium"|"lake deposits"|84|23.510425567627|-8.72872999978961|39.2045599998442|2712001.15652048|1989999.60917328
27122016|17890|2712000|2016000|14|17|23|60|7.5|7.06|19.6|14|1.7|21.1|124.8|19.4||39.43207|8.79557|14813|"Portugal"|268.18|17|2712000|2016000|"15JUL2009:00:00:00"|"B81"|"B8"|"B"|"E30"|2|"U111"|"U112"||2||4|2|0|0|1|5|0|0|0|1|1|2|2|2|0|"PT185"|"PT"|91957|"PT1"|88840|"PT18"|31520|4275|"B81;E30;B81;31;B81;E30;23;F00;B81;23;F00;B81;23;F00;B81;A;24;61;23;E20;24;23;62"|"5.3"|5|"B"|"B8"|"LV"|744.310000786185|"Luvisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|120|1.46044516563416|-8.79557000015535|39.4320700000305|2711999.40529132|2015999.67752233
27141834|17712|2714000|1834000|22|10|35|54|5.55|4.48|6.6|0|0.6|10.2|38.4|9.7||37.84102|8.31892|14642|"Portugal"|119.63|12|2714000|1834000|"01JUL2009:00:00:00"|"B15"|"B1"|"B"|"8"|1|"U111"|"8"||5||0|4|0|0|1|5|0|0|0|1|1|1|2|1|0|"PT184"|"PT"|91957|"PT1"|88840|"PT18"|31520|8541|"B15;61;E30;61;B11"|"5.6"|5|"B"|"B1"|"LV"|507.73000023663|"Luvisol"|"consolidated-clastic-sedimentary rocks"|"consolidated-clastic-sedimentary rocks"|121|1.46044516563416|-8.31891999965819|37.8410199995733|2714000.24556827|1833999.38434069
27141924|17746|2714000|1924000|7|2|15|82|6.7|6.01|5.1|0|0.4|0|44.6|2.2||38.63081|8.53964|14675|"Portugal"|322.76|23|2714000|1924000|"04AUG2009:00:00:00"|"C10"|"C1"|"C"|"E30"|2|"U120"|"U400"|"C1E"|3||4|4|2|2|2|8|0|0|0|1|2|3|1|4|0|"PT183"|"PT"|91957|"PT1"|88840|"PT18"|31520|7231|"C10;E30;C10;F00;23;F00;C20"|"5.3"|5|"C"|"C1"|"PZ"|634.600002272427|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|65|5.71059322357178|-8.53963999968619|38.6308100001814|2713999.56204525|1923999.64939055
27161812|17707|2716000|1812000|10|18|42|41|7.06|6.56|16.9|0|1.8|22.1|28.1|13.1||37.65203|8.24399|14637|"Portugal"|487.25|20|2716000|1812000|"01JUL2009:00:00:00"|"E10"|"E1"|"E"|"8"|2|"U111"|"8"||5||0|2|2|2|1|5|0|0|0|1|2|3|2|1|0|"PT184"|"PT"|91957|"PT1"|88840|"PT18"|31520|8541|"E10;E20;21;B81;21;24;61;23;C10;31;E30;24;E30"|"5.6"|5|"E"|"E1"|"RG"|512.269998485595|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|163|0|-8.24399000033821|37.6520299995848|2716001.58004375|1812000.01817399
27161938|17840|2716000|1938000|7|14|16|70|5.83|4.84|10.5|0|0.8|0|75.8|5.2||38.75792|8.55222|14763|"Portugal"|156.57|23|2716000|1938000|"24JUL2009:00:00:00"|"F00"|"F0"|"F"|"8"|1|"U112"|"8"||5||0|3|0|0|3|5|0|0|0|1|1|2|2|4|0|"PT172"|"PT"|91957|"PT1"|88840|"PT17"|2852|1502|"F00;C20;C10"|"5.3"|5|"F"|"F0"|"PZ"|634.600002272427|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|86|3.26283025741577|-8.55221999975316|38.757920000108|2716001.41483681|1938000.45622613
27161956|17841|2716000|1956000|16|3|9|87|5.77|4.75|16.9|0|0.9|0|50.2|1||38.91565|8.59745|14764|"Portugal"|85.48|23|2716000|1956000|"22JUL2009:00:00:00"|"C10"|"C1"|"C"|"F00"|2|"U120"|"8"|"C19"|4||3|4|2|2|2|8|0|0|0|1|2|3|3|4|0|"PT185"|"PT"|91957|"PT1"|88840|"PT18"|31520|4275|"C10;F00;C10;E30;C10;F00;D10;H11;D10;E30;C10"|"5.3"|5|"C"|"C1"|"FL"|572.049997526407|"Fluvisol"|"unconsolidated deposits (alluvium"|"lake deposits"|53|24.6844291687012|-8.59745000001743|38.9156500001474|2715999.80291266|1956000.77421938
27162028|17884|2716000|2028000|34|33|54|14|7.74|7.25|32.4|291|2.8|0|466.6|29||39.54594|8.78133|14807|"Portugal"|528.53|17|2716000|2028000|"10JUL2009:00:00:00"|"B81"|"B8"|"B"|"E30"|2|"U112"|"8"||2||5|4|0|0|2|5|0|0|0|1|2|1|4|2|0|"PT163"|"PT"|91957|"PT1"|88840|"PT16"|28189|1744|"B81;E30;B81;D20;61;2;61;21;D10;PI(;D10;)PI"|"5.3"|5|"B"|"B8"|"LV"|744.310000786185|"Luvisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|294|10.7797718048096|-8.78132999997945|39.545940000031|2716001.06887707|2028000.36621176
27181846|17696|2718000|1846000|17|7|17|76|4.83|4.2|4.6|0|0.5|0|51.9|4.9||37.95506|8.30363|14626|"Portugal"|914.65|17|2718000|1846000|"27JUN2009:00:00:00"|"B81"|"B8"|"B"|"F00"|2|"U111"|"8"||2||5|4|0|0|2|1|4|4|5|1|1|1|3|1|0|"PT181"|"PT"|91957|"PT1"|88840|"PT18"|31520|5224|"B81;F00;61;E30;61;31;61;B81"|"5.6"|5|"B"|"B8"|"CM"|507.73000023663|"Cambisol"|"consolidated-clastic-sedimentary rocks"|"psammite or arenite"|64|1.46044516563416|-8.30362999962472|37.9550600002189|2717999.78254664|1845999.50332038
27181912|17751|2718000|1912000|13|13|43|43|6.06|5.23|13.4|0|1|0|95.1|3.6||38.53434|8.46513|14680|"Portugal"|267.29|29|2718000|1912000|"11AUG2009:00:00:00"|"C10"|"C1"|"C"|"F00"|2|"U120"|"U112"|"C19"|2||4|4|2|2|1|5|0|0|0|1|1|2|1|4|0|"PT183"|"PT"|91957|"PT1"|88840|"PT18"|31520|7231|"C10;F00;C10;32;C10"|"5.6"|5|"C"|"C1"|"LV"|634.600002272427|"Luvisol"|"consolidated-clastic-sedimentary rocks"|"psammite or arenite"|80|4.73128604888916|-8.46512999994951|38.5343400003908|2718000.217451|1912001.03398137
27181972|17865|2718000|1972000|35|3|14|83|5.29|4.27|26.4|1|1.3|0|66.1|4.1||39.06021|8.61539|14788|"Portugal"|311.91|23|2718000|1972000|"04AUG2009:00:00:00"|"C10"|"C1"|"C"|"D10"|2|"U120"|"8"|"C19"|3||3|4|2|2|2|8|0|0|0|1|2|1|2|4|0|"PT185"|"PT"|91957|"PT1"|88840|"PT18"|31520|4275|"C10;D10;C10;61;C10;61;C10"|"5.3"|5|"C"|"C1"|"PZ"|572.049997526407|"Podzol"|"unconsolidated deposits (alluvium"|"fluvial sands and gravels"|62|26.2993450164795|-8.61538999994849|39.0602099998916|2718000.83205956|1972001.09112168
27182008|17891|2718000|2008000|4|45|43|12|7.69|6.85|15.8|7|1.4|0|231.5|20.4||39.37538|8.70716|14814|"Portugal"|3.16|17|2718000|2008000|"15JUL2009:00:00:00"|"C10"|"C1"|"C"|"E30"|2|"U120"|"U112"|"C15"|2||4|4|2|2|1|5|0|0|0|1|2|1|3|1|2|"PT185"|"PT"|91957|"PT1"|88840|"PT18"|31520|4275|"C10;E30;C10;C20;61;C20;61;C20;E30;2;C20;2;61;D20;F00"|"5.3"|5|"C"|"C1"|"CM"|597.760001098365|"Cambisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|141|1.2809591293335|-8.70715999973413|39.375380000087|2718001.12986821|2007999.39924752
27201772|17614|2720000|1772000|21|23|40|37|5.3|4.68|28.9|0|2|0|123.2|5.3||37.30883|8.10517|14545|"Portugal"|387.21|23|2720000|1772000|"25MAY2009:00:00:00"|"D10"|"D1"|"D"|"8"|2|"U364"|"8"||5||0|2|2|2|2|8|0|0|0|1|2|2|2|4|0|"PT150"|"PT"|91957|"PT1"|88840|"PT15"|4994|4994|"D10;21;61;21;D10;61;21;C10"|"5.6"|5|"D"|"D1"|"RG"|510.389998417348|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|504|5.25209045410156|-8.10516999999544|37.3088300000045|2719999.24967458|1771999.00272073
