"POINT_ID"|"sample_ID"|"X_LAEA"|"Y_LAEA"|"coarse"|"clay"|"silt"|"sand"|"pH_in_H2O"|"pH_in_CaCl"|"OC"|"CaCO3"|"N"|"P_x"|"K"|"CEC"|"Notes"|"GPS_LAT"|"GPS_LONG"|"X"|"Country"|"PTotal"|"Corine_LU"|"coords_x1"|"coords_x2"|"SURV_DATE"|"LC1"|"LC-parent"|"LC-Group"|"LC2"|"OBS_RADIUS"|"LU1"|"LU2"|"LC1_SPECIE"|"LC1_PERCEN"|"LC2_SPECIE"|"LC2_PERCEN"|"AREA_SIZE"|"TREES_HEIG"|"FEATURES_W"|"LAND_MNGT"|"WM_WATER_M"|"WM_SRC_IRR"|"WM_TYP_IRR"|"WM_DELIVER"|"SOIL_SURVE"|"SOIL_PLOUG"|"SOIL_CROP"|"SOIL_STONE"|"STRATA"|"STRATA2"|"nuts3"|"nuts0"|"area0"|"nuts1"|"area1"|"nuts2"|"area2"|"area3"|"Transect"|"CLIMANR"|"MAIN_CLIMA"|"LC"|"lc_GROUP"|"WRB_COD"|"AnnualPrec"|"WRB_LV1"|"ParMat1"|"ParMat2"|"Elevation(m)"|"slope (Degrees)"|"LONG"|"LAT"|"geom_X"|"geom_Y"
28582036|17919|2858000|2036000|22|11|49|40|6.02|5.22|24.5|0|1.7|0|202|6.7||39.91853|7.18616|14840|"Portugal"|574.13|22|2858000|2036000|"12JUN2009:00:00:00"|"C10"|"C1"|"C"|"E30"|2|"U120"|"8"|"C19"|2||4|4|2|2|1|8|0|0|0|1|2|2|3|1|4|"PT169"|"PT"|91957|"PT1"|88840|"PT16"|28189|3744|"C10;E30;C10;PI(;C10;)PI;C10"|"5.3"|5|"C"|"C1"|"RG"|699.099997838587|"Regosol"|"igneous rocks"|"acid to intermediate plutonic rocks"|308|6.65173292160034|-7.1861600001838|39.9185299996598|2858001.11990152|2036001.09261359
28582198|18073|2858000|2198000|29|4|15|81|4.86|4.01|30.3|0|1.4|34.7|54.2|9||41.34066|7.58621|14986|"Portugal"|349.99|25|2858000|2198000|"15JUL2009:00:00:00"|"C20"|"C2"|"C"|"D10"|2|"U400"|"8"|"C2A"|3||4|3|2|2|2|8|0|0|0|1|2|4|4|3|0|"PT117"|"PT"|91957|"PT1"|88840|"PT11"|21285|4107|"C20;D10;C20;61;71;15;24;C20;D10"|"5.4.1"|5|"C"|"C2"|"CM"|809.969995041192|"Cambisol"|"metamorphic rocks"|"weakly metamorphic rocks"|554|4.22215127944946|-7.58620999989154|41.3406600002589|2858005.24094949|2197993.49990187
28582414|5128|2858000|2414000|10|11|45|45|4.96|4.31|34|1|1.9|0|45.3|5.8||43.22977|8.16033|18192|"Spain"|332.47|23|2858000|2414000|"30JUN2009:00:00:00"|"C30"|"C3"|"C"|"8"|2|"U120"|"8"|"C3E"|3||0|3|2|2|2|8|0|0|0|1|2|1|1|4|0|"ES111"|"ES"|505958|"ES1"|45486|"ES11"|29564|7948|"C30;C10;PI(;C10;)PI"|"4.0999999999999996"|4|"C"|"C3"|"LP"|1174.93999943733|"Leptosol"|"igneous rocks"|"acid to intermediate plutonic rocks"|113|4.16384983062744|-8.16033000042916|43.2297699996858|2857997.05302383|2414004.23816154
28601668|3645|2860000|1668000|8|30|20|50|8.29|7.51|5.7|109|0.8|18.9|252.7|23.2||36.67439|6.3408|16831|"Spain"|367.51|12|2860000|1668000|"01MAY2009:00:00:00"|"B12"|"B1"|"B"|"8"|1|"U111"|"8"||1||0|3|0|0|2|5|0|0|0|1|1|1|1|1|0|"ES612"|"ES"|505958|"ES6"|98942|"ES61"|87599|7435|"B12;1;23;D20;E20;62;E20;D20;B34;B31"|"5.7"|5|"B"|"B1"|"VR"|535.709998445213|"Vertisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|53|0.905850350856781|-6.34080000001995|36.6743900002983|2860000.87121293|1668000.79603395
28602150|17911|2860000|2150000|31|7|18|75|5.72|4.55|5.4|1|0.5|0|43.5|1||40.92395|7.44194|14832|"Portugal"|140.35|27|2860000|2150000|"27MAY2009:00:00:00"|"C20"|"C2"|"C"|"D10"|2|"U120"|"U112"|"C2A"|3||4|3|2|2|2|5|0|0|0|1|2|3|3|3|0|"PT117"|"PT"|91957|"PT1"|88840|"PT11"|21285|4107|"C20;D10;C20;21;61;1;F00;PI(;F00;10;F00;E30;)PI"|"5.4.1"|5|"C"|"C2"|"CM"|900.269998890162|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|725|11.3717241287231|-7.44194000003091|40.9239500002923|2860001.21939834|2150000.04822748
28602222|18053|2860000|2222000|34|10|17|73|6.29|5.5|38.1|1|1.9|27.5|120.6|5.9||41.55519|7.62431|14972|"Portugal"|322.95|24|2860000|2222000|"25AUG2009:00:00:00"|"B43"|"B4"|"B"|"8"|1|"U111"|"8"|"B43A"|4||0|1|0|0|2|5|0|0|0|1|1|1|1|3|0|"PT118"|"PT"|91957|"PT1"|88840|"PT11"|21285|8171|"B43;E30;21;62;D10;C20;61;C20;E30;61;B82;E30"|"5.4.1"|5|"B"|"B4"|"CM"|845.720000290871|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|694|1.14576280117035|-7.62430999960674|41.5551899999186|2859998.75466632|2221998.90941314
28602240|18057|2860000|2240000|29|4|14|83|4.88|3.9|47.2|0|2.2|16.8|34.3|3.3||41.71286|7.67069|14976|"Portugal"|595.22|29|2860000|2240000|"03SEP2009:00:00:00"|"C20"|"C2"|"C"|"D10"|2|"U120"|"U112"|"C2A"|2||5|3|2|2|2|5|0|0|0|1|2|2|3|4|0|"PT118"|"PT"|91957|"PT1"|88840|"PT11"|21285|8171|"C20;D10;C20;D20;32;D20;C20;51"|"5.4.1"|5|"C"|"C2"|"CM"|756.080000217259|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|862|2.83368372917175|-7.67068999984355|41.7128599998891|2859998.98378064|2239998.75031769
28602258|18062|2860000|2258000|26|7|20|73|5.44|4.15|59.8|1|3.1|42|83.9|1||41.87048|7.7174|14980|"Portugal"|449.19|26|2860000|2258000|"03SEP2009:00:00:00"|"D20"|"D2"|"D"|"8"|2|"U112"|"8"||5||0|4|0|0|2|5|0|0|0|1|2|2|3|3|0|"PT118"|"PT"|91957|"PT1"|88840|"PT11"|21285|8171|"D20;32;D20;32;D20;51"|"5.4.1"|5|"D"|"D2"|"LP"|756.080000217259|"Leptosol"|"igneous rocks"|"acid to intermediate plutonic rocks"|1097|1.14576280117035|-7.71740000000995|41.8704800002519|2859998.96398538|2257999.46906038
28602334|6362|2860000|2334000|7|9|19|72|4.13|3.74|109.6|0|5.9|39.7|87.7|10.2||42.535356|7.91822|19325|"Spain"|493.52|27|2860000|2334000|"09JUL2009:00:00:00"|"B53"|"B5"|"B"|"8"|1|"U111"|"8"|"B53D"|5||0|1|0|0|2|5|0|0|0|1|2|1|2|3|0|"ES113"|"ES"|505958|"ES1"|45486|"ES11"|29564|7273|"B53;C10;21;1;62;C10;D10;C10;61;C10;E10;E20;61;E20"|"5.4.1"|5|"B"|"B5"|"LP"|1121.23000314236|"Leptosol"|"igneous rocks"|"acid to intermediate plutonic rocks"|778|1.66997158527374|-7.91821999965322|42.5353559996797|2860003.02833539|2334001.50015043
28602366|6356|2860000|2366000|24|8|21|70|4.54|3.81|108|0|6.9|11.2|38.4|10.3||42.814971|8.004646|19319|"Spain"|417.52|23|2860000|2366000|"14JUL2009:00:00:00"|"C10"|"C1"|"C"|"D10"|2|"U120"|"8"||5||3|1|0|0|2|8|0|0|0|1|2|2|2|4|0|"ES114"|"ES"|505958|"ES1"|45486|"ES11"|29564|4488|"C10;D10;15;32;15;E30;D20;61;C20"|"4.0999999999999996"|4|"C"|"C1"|"CM"|1292.98000137806|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|512|1.21524477005005|-8.00464600031262|42.8149709997119|2859998.9580435|2366000.6475777
28621900|4026|2862000|1900000|29|24|36|40|7.8|7.34|9.3|339|1.1|14.2|294.8|19.3||38.72898|6.82374|17181|"Spain"|403.78|12|2862000|1900000|"22MAY2009:00:00:00"|"B13"|"B1"|"B"|"8"|1|"U111"|"8"||1||0|4|0|0|2|5|0|0|0|1|1|2|1|1|0|"ES431"|"ES"|505958|"ES4"|215318|"ES43"|41634|21766|"B13"|"5.6"|5|"B"|"B1"|"CM"|444.049999201298|"Cambisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|256|2.06493425369263|-6.82374000010088|38.728980000127|2862001.11764016|1900002.02959724
28622128|18018|2862000|2128000|47|3|16|81|5.22|4.25|16.1|1|1.4|29.9|97.8|6.4|"many stones"|40.735|7.36409|14939|"Portugal"|415.05|27|2862000|2128000|"25MAY2009:00:00:00"|"C20"|"C2"|"C"|"8"|2|"U120"|"8"|"C2A"|3||0|3|2|2|2|8|0|0|0|1|2|3|3|3|0|"PT168"|"PT"|91957|"PT1"|88840|"PT16"|28189|4060|"C20;51;C20;C10;D10;24;D10;X"|"5.4.1"|5|"C"|"C2"|"CM"|900.269998890162|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|769|3.81645083427429|-7.36409000005341|40.7350000003498|2862001.55278758|2127998.77435957
28622164|18019|2862000|2164000|8|8|22|70|4.82|4.13|3.6|0|0.6|0|35|6||41.05092|7.4538|14940|"Portugal"|369.46|27|2862000|2164000|"26MAY2009:00:00:00"|"B74"|"B7"|"B"|"E30"|2|"U111"|"8"||4||3|3|0|0|2|5|0|0|0|1|2|3|3|2|0|"PT117"|"PT"|91957|"PT1"|88840|"PT11"|21285|4107|"B74;E30;B74;D20;B74;D20;B74"|"5.4.1"|5|"B"|"B7"|"CM"|868.140001967549|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|735|3.7299497127533|-7.45380000016985|41.050920000058|2861998.72816418|2164001.05679909
28622188|18080|2862000|2188000|31|8|39|54|5.15|4.18|27|1|1.3|0|72.3|5.2||41.26141|7.51423|14993|"Portugal"|690.91|21|2862000|2188000|"24JUL2009:00:00:00"|"C20"|"C2"|"C"|"8"|2|"U120"|"8"|"C2A"|2||0|4|2|2|2|8|0|0|0|1|2|4|4|4|0|"PT117"|"PT"|91957|"PT1"|88840|"PT11"|21285|4107|"C20;D10;61;2;13;21;B82;21;14;31;14;21;B82;21;B82;21;61;C20;21;C20;21;C20"|"5.4.1"|5|"C"|"C2"|"RG"|868.140001967549|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|558|3.45733523368835|-7.51422999991451|41.2614099995719|2862002.53915057|2188001.62724622
28622326|6459|2862000|2326000|41|6|17|77|5.3|4.57|11.8|0|1|18.4|202.8|5.7|"many stones"|42.46968|7.8731|19419|"Spain"|875.27|20|2862000|2326000|"27JUL2009:00:00:00"|"D20"|"D2"|"D"|"8"|2|"U112"|"8"||4||0|1|0|0|2|5|0|0|0|1|2|1|2|4|0|"ES113"|"ES"|505958|"ES1"|45486|"ES11"|29564|7273|"D20;E20;24;E20;2;62;2;71;E10;71;E20;23;B16;2;E20;21;B75"|"5.4.1"|5|"D"|"D2"|"CM"|1121.23000314236|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|494|2.56063890457153|-7.87309999996501|42.4696799999321|2861999.57273538|2326001.8668592
28642024|17928|2864000|2024000|49|8|61|31|5.66|4.51|16|0|1.8|0|113.5|4.6|"many stones"|39.82516|7.08902|14849|"Portugal"|505.93|17|2864000|2024000|"19JUN2009:00:00:00"|"B81"|"B8"|"B"|"E30"|2|"U111"|"8"||4||2|4|0|0|1|5|0|0|0|1|2|2|4|2|0|"PT169"|"PT"|91957|"PT1"|88840|"PT16"|28189|3744|"B81;E30;B81;23;E30;23;B81;C10;B81"|"5.3"|5|"B"|"B8"|"RG"|699.099997838587|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|354|2.94687962532043|-7.08902000007288|39.8251599998342|2864001.76714685|2023999.53578085
28642124|18017|2864000|2124000|27|9|24|67|5.4|4.44|6.3|0|0.5|0|129.2|3.5||40.70402|7.33109|14938|"Portugal"|373.32|12|2864000|2124000|"25MAY2009:00:00:00"|"C20"|"C2"|"C"|"8"|2|"U120"|"8"|"C2A"|4||0|2|2|2|2|8|0|0|0|1|2|3|3|4|0|"PT168"|"PT"|91957|"PT1"|88840|"PT16"|28189|4060|"C20;2;62;2;23;E30"|"5.4.1"|5|"C"|"C2"|"RG"|900.269998890162|"Regosol"|"igneous rocks"|"acid to intermediate plutonic rocks"|430|4.16384983062744|-7.33108999990355|40.7040199998232|2864001.68858057|2124000.61473615
28642160|18020|2864000|2160000|25|8|22|70|4.6|4.36|47|0|3.8|129.8|45.8|4.5||41.01997|7.42052|14941|"Portugal"|1596.56|12|2864000|2160000|"26MAY2009:00:00:00"|"D20"|"D2"|"D"|"8"|2|"U400"|"8"||5||0|2|0|0|2|8|0|0|0|1|2|4|3|3|0|"PT117"|"PT"|91957|"PT1"|88840|"PT11"|21285|4107|"D20;21;61;21;D20;B74;D20;21;D20;C20;PI(;C20;)PI"|"5.4.1"|5|"D"|"D2"|"CM"|868.140001967549|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|902|2.59240627288818|-7.42051999969817|41.0199700000155|2864001.25267993|2160000.10111398
28642168|18014|2864000|2168000|42|7|50|43|5.65|4.55|5.7|0|0.7|0|37.9|3|"many stones"|41.09015|7.44056|14935|"Portugal"|485.48|17|2864000|2168000|"21MAY2009:00:00:00"|"B81"|"B8"|"B"|"F00"|2|"U111"|"8"||4||4|2|0|0|2|5|0|0|0|1|2|3|3|2|0|"PT117"|"PT"|91957|"PT1"|88840|"PT11"|21285|4107|"B81;F00;61;21;61;21;B81;21;23;B71;F00;23;E30;21;23;B74;61;B74"|"5.4.1"|5|"B"|"B8"|"RG"|868.140001967549|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|552|4.22215127944946|-7.44056000024375|41.0901499997228|2864001.27175098|2167999.94125915
28642186|18079|2864000|2186000|32|5|60|35|5.39|4.55|7.2|0|0.8|15.2|107.2|22.7||41.24804|7.48593|14992|"Portugal"|258.68|15|2864000|2186000|"24JUL2009:00:00:00"|"B82"|"B8"|"B"|"E30"|2|"U111"|"U400"||2||5|2|0|0|2|5|0|0|0|1|1|3|4|2|0|"PT117"|"PT"|91957|"PT1"|88840|"PT11"|21285|4107|"B82;E30;B82;61;B82;21;13;B82;61;B82;61;13;E30"|"5.4.1"|5|"B"|"B8"|"RG"|868.140001967549|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|573|1.14576280117035|-7.48592999976961|41.2480399999461|2863997.51389751|2186003.46392428
28642190|18078|2864000|2190000|18|7|15|77|4.98|4.14|31.4|0|1.5|0|26.3|4.8||41.28309|7.496|14991|"Portugal"|868.98|29|2864000|2190000|"21JUL2009:00:00:00"|"C20"|"C2"|"C"|"8"|2|"U120"|"8"|"C2A"|3||0|4|2|2|2|8|0|0|0|1|2|4|1|4|0|"PT117"|"PT"|91957|"PT1"|88840|"PT11"|21285|4107|"C20;F00;C20;61"|"5.4.1"|5|"C"|"C2"|"CM"|868.140001967549|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|809|3.2376880645752|-7.49600000009985|41.2830900002034|2864000.4819267|2190000.04606928
28642240|18059|2864000|2240000|31|11|26|63|5.08|4.24|23.1|1|1.8|48.5|146.9|6.5||41.72128|7.62375|14978|"Portugal"|754.55|21|2864000|2240000|"03SEP2009:00:00:00"|"B75"|"B7"|"B"|"E30"|2|"U111"|"U112"|"B75R"|2||2|2|0|0|2|5|0|0|0|1|1|2|3|4|0|"PT118"|"PT"|91957|"PT1"|88840|"PT11"|21285|8171|"B75;E30;B75;24;B75;E30;C10;B75;C10;61;E30;C10;PI(;C10;)PI"|"5.4.1"|5|"B"|"B7"|"CM"|756.080000217259|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|568|4.73128604888916|-7.62374999986258|41.7212799996723|2863999.92370922|2240000.73460703
28642250|18061|2864000|2250000|22|5|16|79|5.65|4.51|20.9|1|2.1|77.6|167.2|1||41.80885|7.6496|14979|"Portugal"|287.49|12|2864000|2250000|"03SEP2009:00:00:00"|"E30"|"E3"|"E"|"8"|2|"U112"|"8"||5||0|2|0|0|2|5|0|0|0|1|2|2|2|3|0|"PT118"|"PT"|91957|"PT1"|88840|"PT11"|21285|8171|"E30;B16;D10;51;21;B16;A;61;D20;21;E20"|"5.4.1"|5|"E"|"E3"|"LP"|756.080000217259|"Leptosol"|"igneous rocks"|"acid to intermediate plutonic rocks"|929|1.66997158527374|-7.64960000033972|41.8088500000275|2863999.29134092|2249999.25723065
28642352|6359|2864000|2352000|24|13|22|66|4.27|3.97|81.6|0|5.7|0|88.3|7||42.701208|7.919075|19322|"Spain"|1041.68|23|2864000|2352000|"10JUL2009:00:00:00"|"C10"|"C1"|"C"|"D10"|2|"U120"|"8"||4||5|1|0|0|2|8|0|0|0|1|2|2|1|4|0|"ES114"|"ES"|505958|"ES1"|45486|"ES11"|29564|4488|"C10;D10;21;C10;E30;C10;21;C10;21;B55;15;21;1;62;1;21;15;B55"|"4.0999999999999996"|4|"C"|"C1"|"LP"|1232.03999577761|"Leptosol"|"igneous rocks"|"acid to intermediate plutonic rocks"|696|2.02486824989319|-7.91907500041088|42.7012080001492|2863999.05481096|2351999.7671405
28642366|6357|2864000|2366000|31|14|28|59|4.78|3.93|104|0|6.1|0|118.5|8.8||42.823556|7.956876|19320|"Spain"|510.12|23|2864000|2366000|"14JUL2009:00:00:00"|"C10"|"C1"|"C"|"E10"|2|"U120"|"U317"||5||5|1|0|0|2|8|0|0|0|1|2|3|2|4|0|"ES112"|"ES"|505958|"ES1"|45486|"ES11"|29564|9854|"C10;E10;21;1;62;1;21;15;2;E20;32;15;E30;32;E30;15;E20;C10"|"4.0999999999999996"|4|"C"|"C1"|"CM"|1292.98000137806|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|482|1.66997158527374|-7.9568759998275|42.8235559999095|2864001.99919944|2366000.32109929
28661678|3620|2866000|1678000|19|53|31|16|7.87|7.29|6.2|282|1|0|511.5|35.1||36.77449|6.29609|16807|"Spain"|726.67|12|2866000|1678000|"07MAY2009:00:00:00"|"B31"|"B3"|"B"|"8"|1|"U111"|"8"||5||0|4|0|0|2|5|0|0|0|1|1|1|1|1|0|"ES612"|"ES"|505958|"ES6"|98942|"ES61"|87599|7435|"B31;71;B31"|"5.7"|5|"B"|"B3"|"VR"|538.599999554455|"Vertisol"|"sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin)"|"calcareous rocks"|11|12.6043825149536|-6.29609000035316|36.7744900002134|2865999.12020271|1677998.85584949
28661894|4025|2866000|1894000|26|15|35|50|7.01|6.56|13.4|3|1.3|0|343.6|7.9||38.68398|6.76523|17180|"Spain"|446.12|12|2866000|1894000|"22MAY2009:00:00:00"|"B11"|"B1"|"B"|"8"|1|"U111"|"8"||5||0|4|0|0|2|5|0|0|0|1|2|2|2|1|0|"ES431"|"ES"|505958|"ES4"|215318|"ES43"|41634|21766|"B11"|"5.6"|5|"B"|"B1"|"AC"|444.049999201298|"Acrisol"|"consolidated-clastic-sedimentary rocks"|"consolidated-clastic-sedimentary rocks"|296|1.46044516563416|-6.76522999986457|38.6839799996773|2865999.93266608|1893999.77973478
28662074|17938|2866000|2074000|55|9|62|29|5.26|4.31|32|1|1.7|0|138.9|2.4|"many stones"|40.26892|7.18601|14859|"Portugal"|791.72|29|2866000|2074000|"06JUL2009:00:00:00"|"C20"|"C2"|"C"|"8"|2|"U120"|"8"|"C2A"|5||0|4|2|2|2|8|0|0|0|1|2|3|4|4|0|"PT169"|"PT"|91957|"PT1"|88840|"PT16"|28189|3744|"C20;61;C20;B81;D20;C20;X"|"5.8"|5|"C"|"C2"|"RG"|676.100005085021|"Regosol"|"metamorphic rocks"|"weakly metamorphic rocks"|575|1.2809591293335|-7.1860099995618|40.2689199998582|2865996.29657724|2074004.74892851
28662146|18010|2866000|2146000|31|4|14|82|5.79|5.31|11.9|1|0.8|15.2|27.2|3.1||40.90125|7.36242|14931|"Portugal"|431.19|29|2866000|2146000|"19MAY2009:00:00:00"|"D10"|"D1"|"D"|"8"|2|"U400"|"8"||5||0|4|2|1|2|8|0|0|0|1|2|3|3|3|0|"PT168"|"PT"|91957|"PT1"|88840|"PT16"|28189|4060|"D10;PI(;D10;F00;D10;)PI"|"5.4.1"|5|"D"|"D1"|"CM"|900.269998890162|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|777|3.43363046646118|-7.36242000038266|40.9012500002873|2866000.56366138|2145999.89991351
28662242|18055|2866000|2242000|21|10|30|61|6.31|5.64|27.5|4|2.1|113.3|50.9|3.8||41.74299|7.60542|14974|"Portugal"|249.07|21|2866000|2242000|"27AUG2009:00:00:00"|"E30"|"E3"|"E"|"8"|2|"U112"|"8"||5||0|2|0|0|2|5|0|0|0|1|2|1|1|3|0|"PT118"|"PT"|91957|"PT1"|88840|"PT11"|21285|8171|"E30;2;E30;61;14;E30;61;14;32;E30;14;D10;32;E30"|"5.4.1"|5|"E"|"E3"|"CM"|749.549998680502|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|532|0.905850350856781|-7.60541999993302|41.7429899998887|2866000.99614228|2242000.27815899
28662272|6469|2866000|2272000|16|8|24|69|5.24|4.69|8.9|0|0.9|11.5|101.2|3.1||42.00569|7.68323|19425|"Spain"|535.07|20|2866000|2272000|"26MAY2009:00:00:00"|"F00"|"F0"|"F"|"8"|1|"U112"|"8"||3||0|1|0|0|3|5|0|0|0|1|1|1|2|1|0|"ES113"|"ES"|505958|"ES1"|45486|"ES11"|29564|7273|"F00;B15;1;31;1;61;1;31;D20"|"5.4.1"|5|"F"|"F0"|"CM"|955.84000377208|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|645|1.14576280117035|-7.68322999986458|42.0056899995939|2866000.59585853|2271999.16701478
28662332|6458|2866000|2332000|9|12|21|67|5.08|4.47|50.1|0|4|98|211.9|9.3||42.53065|7.84163|19418|"Spain"|1516.58|20|2866000|2332000|"25JUL2009:00:00:00"|"E20"|"E2"|"E"|"8"|2|"U111"|"8"||5||0|3|0|0|1|5|0|0|0|1|2|1|1|4|0|"ES112"|"ES"|505958|"ES1"|45486|"ES11"|29564|9854|"E20;23;2;E20;C30;61;C10;31;62;31;1;23;B51"|"5.4.1"|5|"E"|"E2"|"CM"|1121.23000314236|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|638|0.905850350856781|-7.84163000022426|42.5306500002973|2865998.89445903|2332001.11089079
28681916|4034|2868000|1916000|13|11|24|64|7.18|6.74|7.9|1|1.1|42.6|500.9|5.6||38.88198|6.79262|17189|"Spain"|304.29|13|2868000|1916000|"05MAY2009:00:00:00"|"B16"|"B1"|"B"|"8"|1|"U111"|"8"||3||0|3|0|0|2|1|4|1|2|1|1|1|2|1|0|"ES431"|"ES"|505958|"ES4"|215318|"ES43"|41634|21766|"B16;2;32;2;62;2;32;10;E30;A;PI(;Bx1;)PI"|"5.6"|5|"B"|"B1"|"AC"|439.030000524223|"Acrisol"|"consolidated-clastic-sedimentary rocks"|"consolidated-clastic-sedimentary rocks"|185|1.66997158527374|-6.7926200003127|38.8819799996773|2868000.37818909|1916000.61266622
28682082|17939|2868000|2082000|26|8|19|72|5.28|4.48|58.9|1|5.2|14.1|62.2|8.8||40.3433|7.18229|14860|"Portugal"|778.24|27|2868000|2082000|"07JUL2009:00:00:00"|"D20"|"D2"|"D"|"8"|2|"U400"|"8"||5||0|4|0|0|2|8|0|0|0|1|2|3|3|3|0|"PT168"|"PT"|91957|"PT1"|88840|"PT16"|28189|4060|"D20;F00;D20;F00;D20;23;D20;61;D20"|"5.8"|5|"D"|"D2"|"CM"|676.100005085021|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|826|1.81124806404114|-7.18228999978362|40.3432999998951|2868003.88532935|2082002.14861272
28682136|18016|2868000|2136000|33|7|17|76|4.97|4.43|8.6|1|0.9|21|122.2|9.5||40.81756|7.31446|14937|"Portugal"|27.06|24|2868000|2136000|"22MAY2009:00:00:00"|"B81"|"B8"|"B"|"B73"|2|"U111"|"8"||4||3|1|0|0|2|5|0|0|0|1|2|2|3|1|0|"PT168"|"PT"|91957|"PT1"|88840|"PT16"|28189|4060|"B81;B73;21;C10;PI(;D10;61;D10;F00;)PI;D10;F00;61;D10"|"5.4.1"|5|"B"|"B8"|"CM"|900.269998890162|"Cambisol"|"igneous rocks"|"acid to intermediate plutonic rocks"|660|7.29771852493286|-7.31446000012886|40.8175599998941|2868000.03226992|2135996.41745125
28682284|6470|2868000|2284000|5|6|10|83|5.67|5.2|40.3|0|2.7|65.9|81.4|4.6||42.11493|7.69098|19426|"Spain"|190.61|20|2868000|2284000|"28MAY2009:00:00:00"|"B11"|"B1"|"B"|"8"|1|"U111"|"8"||5||0|3|0|0|2|2|2|2|4|1|1|1|1|1|0|"ES113"|"ES"|505958|"ES1"|45486|"ES11"|29564|7273|"B11;1;31;1;B11"|"5.4.1"|5|"B"|"B1"|"PZ"|955.84000377208|"Podzol"|"igneous rocks"|"acid to intermediate plutonic rocks"|616|0|-7.69098000022677|42.1149300001194|2868001.52121169|2283996.94349375
28682298|6436|2868000|2298000|11|13|26|61|5.25|4.33|36.8|0|2.7|33.3|102.2|4.9||42.23749|7.72775|19399|"Spain"|572.57|27|2868000|2298000|"19JUN2009:00:00:00"|"E20"|"E2"|"E"|"8"|2|"U111"|"8"||5||0|1|0|0|2|5|0|0|0|1|2|1|1|3|0|"ES113"|"ES"|505958|"ES1"|45486|"ES11"|29564|7273|"E20;21;C10;D10;62;1;31;21;2;E20;21;C10"|"5.4.1"|5|"E"|"E2"|"LP"|955.84000377208|"Leptosol"|"igneous rocks"|"acid to intermediate plutonic rocks"|597|2.56063890457153|-7.72774999976264|42.2374899997637|2868000.78479968|2298001.16658316
28682348|6358|2868000|2348000|35|14|26|60|5.66|4.84|37.5|0|2.9|59.5|342.3|8.8||42.674781|7.860668|19321|"Spain"|385.85|20|2868000|2348000|"10JUL2009:00:00:00"|"B55"|"B5"|"B"|"8"|1|"U111"|"8"||5||0|1|0|0|2|5|0|0|0|1|1|2|1|3|0|"ES112"|"ES"|505958|"ES1"|45486|"ES11"|29564|9854|"B55;21;B55;21;61;21;B55;23;B55;23;B55;23;B53;21;B55"|"4.0999999999999996"|4|"B"|"B5"|"LP"|1232.03999577761|"Leptosol"|"igneous rocks"|"acid to intermediate plutonic rocks"|658|1.14576280117035|-7.86066800042784|42.6747810000432|2867999.59381731|2347999.64272531
28682428|5122|2868000|2428000|7|13|24|63|4.07|3.83|48.2|1|3|0|33.1|4.9||43.37355|8.07881|18186|"Spain"|206.83|23|2868000|2428000|"26JUN2009:00:00:00"|"C30"|"C3"|"C"|"8"|2|"U120"|"8"|"C3A"|4||0|3|2|2|2|8|0|0|0|1|2|1|1|4|0|"ES111"|"ES"|505958|"ES1"|45486|"ES11"|29564|7948|"C30;23;B16;23;1"|"4.0999999999999996"|4|"C"|"C3"|"LP"|1174.93999943733|"Leptosol"|"igneous rocks"|"acid to intermediate plutonic rocks"|352|1.21524477005005|-8.07881000028124|43.3735500003323|2868002.19961084|2427998.17457857
